question,answer,questions_ar,answers_ar
What is a false negative?,A test result which wrongly indicates that a particular condition or attribute is absent.,ما هو السلبي الزائف؟,(ب) نتيجة اختبار تشير خطأً إلى غياب حالة أو صفة معينة.
What is the error term composed of in regression?,Error is a sum of bias errorvariance error irreducible error in regression. Bias and variance error can be reduced but not the irreducible error.,ما هو مصطلح الخطأ المكون من في التراجع؟,خطأ هو a من مُحَافَل خطأ خطأ خطأ خطأ غير قابل للإلغاء خطأ في التّرتّب. Bias و مُتباين خطأ يمكن تقليله لكن ليس خطأ.
Which performance metric is better R2 or adjusted R2?,Adjusted R2 because the performance of predictors impacts it. R2 is independent of predictors and shows performance improvement through increase if the number of predictors is increased.,ما هو مقياس الأداء الأفضل R2 أم المعدل R2؟,R2 معدلة لأن أداء التنبؤات يؤثر عليها. R2 مستقلة عن التنبؤات وتظهر تحسناً في الأداء من خلال الزيادة في حالة زيادة عدد التنبؤات.
Whats the difference between Type I and Type II error?,"Type I and Type II error in machine learning refers to false values. Type I is equivalent to a False positive while Type II is equivalent to a False negative. In Type I error, a hypothesis which ought to be accepted doesnt get accepted. Similarly, for Type II error, the hypothesis gets rejected which should have been accepted in the first place.",ما الفرق بين الخطأ من النوع الأول والخطأ من النوع الثاني؟,النوع الأول والنوع الثاني في التعلم الآلي يشيران إلى قيم خاطئة. النوع الأول يعادل موجب خاطئ بينما النوع الثاني يعادل سالب خاطئ. في الخطأ من النوع الأول، فرضية يجب قبولها لا تقبل. وبالمثل، بالنسبة للخطأ من النوع الثاني، يتم رفض الافتراض الذي كان ينبغي قبوله في المقام الأول.
What do you understand by L1 and L2 regularization?,L2 regularization It tries to spread error among all the terms. L2 corresponds to a Gaussian prior.,ما الذي تفهمه من قبل L1 و L2؟,حاول أن ينشر الخطأ بين كل الشروط. L2 يتطابق مع a سابق.
"Which one is better, Naive Bayes Algorithm or Decision Trees?","Although it depends on the problem you are solving, but some general advantages are following",أيهما أفضل، (نايف بايز ألغوريثم) أم (أشجار القرار)؟,على الرغم من أنه يعتمد على المشكلة التي تحلها، ولكن بعض المزايا العامة تتبع
What do you mean by the ROC curve?,"Receiver operating characteristics (ROC curve) ROC curve illustrates the diagnostic ability of a binary classifier. It is calculatedcreated by plotting True Positive against False Positive at various threshold settings. The performance metric of ROC curve is AUC (area under curve). Higher the area under the curve, better the prediction power of the model.",ما الذي تعنيه بـ (روك) المنحنى؟,الدالة ROC هي AUC (المنطقة تحت المنحنى). أعلى المنطقة تحت المنحنى ، أفضل قوة التنبؤ للنموذج.
What do you mean by AUC curve?,"AUC (area under curve). Higher the area under the curve, better the prediction power of the model.",ماذا تعني بـ AUC منحنى؟,AUC (المنطقة تحت المنحنى) أعلى المنطقة تحت المنحنى، أفضل قوة التنبؤ للنموذج.
What is log likelihood in logistic regression?,"It is the sum of the likelihood residuals. At record level, the natural log of the error (residual) is calculated for each record, multiplied by minus one, and those values are totaled. That total is then used as the basis for deviance (2 x ll) and likelihood (exp(ll)).",ما هو الاحتمال المنطقي في الانحدار اللوجستي؟,في مستوى السجل، يحسب اللوغارتم الطبيعي للخطأ (residual) لكل سجل، مضروباً في سالب واحد، وتُجمع هذه القيم. ثم يُستخدم المجموع كأساس للانحراف (2 x l) والاحتمالات (Spart(ll)).
How would you evaluate a logistic regression model?,"Model Evaluation is a very important part in any analysis to answer the following questions,",فكيف تقيِّم نموذج الانحدار السوقي ؟,التقييم النموذجي هو جزء هام جداً في أي تحليل للإجابة على الأسئلة التالية:
What are the advantages of SVM algorithms?,SVM algorithms have basically advantages in terms of complexity. First I would like to clear that both Logistic regression as well as SVM can form non linear decision surfaces and can be coupled with the kernel trick. If Logistic regression can be coupled with kernel then why use SVM?,ما هي مزايا خوارزميات SVM؟,خوارزميات SVM لها مزايا أساسية من حيث التعقيد. أولاً أود أن أوضح أن كلاً من الانحدار اللوجيستي فضلاً عن SVM يمكن أن تشكل أسطحاً غير خطية لاتخاذ القرار ويمكن أن تقترن بخدعة النواة. إذا كان الانحدار اللوجيستي يمكن أن يقترن بنواة ثم لماذا استخدام SVM؟
Why does XGBoost perform better than SVM?,First reason is that XGBoos is an ensemble method that uses many trees to make a decision so it gains power by repeating itself.,لماذا يعمل إكس جي بي أوست أفضل من SVM؟,السبب الأول هو أن XGBoos هي طريقة الجمع التي تستخدم العديد من الأشجار لاتخاذ قرار حتى تحصل على القوة بتكرار نفسها.
What is the difference between SVM Rank and SVR (Support Vector Regression)?,One is used for ranking and the other is used for regression.,ما هو الفرق بين SVM Rank وSVR (انحسار مفاعل الدعم)؟,ويستخدم أحدهما للترتيب ويستخدم الآخر للتراجع.
What is the difference between the normal soft margin SVM and SVM with a linear kernel?,Hardmargin,ما هو الفرق بين هامش س.م (SVM) و س.م (SVM) العادي مع كرنل خطي؟,ليس مُ_
How is linear classifier relevant to SVM?,"An svm is a type of linear classifier. If you dont mess with kernels, its arguably the most simple type of linear classifier.",كيف يكون التصنيف الخطي ذا صلة بSVM؟,a svm هو a نوع من خطّي. إذا أنت لا تعبث مع kernells، هو يمكن القول النوع الأكثر بساطة من فصل.
What are the advantages of using a naive Bayes for classification?,Binomial Naive Bayes It assumes that all our features are binary such that they take only two values. Means 0s can represent word does not occur in the document and 1s as word occurs in the document.,ما هي مزايا استخدام بايز ساذج للتصنيف؟,تفترض أن جميع سماتنا ثنائية بحيث أنها تأخذ قيمتين فقط. يمكن أن تمثل 0s كلمة لا تحدث في المستند و 1s كما تحدث الكلمة في المستند.
Are Gaussian Naive Bayes the same as binomial Naive Bayes?,Binomial Naive Bayes It assumes that all our features are binary such that they take only two values. Means 0s can represent word does not occur in the document and 1s as word occurs in the document.,هل (غاوسيان نايف بايز) مثل (بايز) الثنائية؟,تفترض أن جميع سماتنا ثنائية بحيث أنها تأخذ قيمتين فقط. يمكن أن تمثل 0s كلمة لا تحدث في المستند و 1s كما تحدث الكلمة في المستند.
What is the difference between the Naive Bayes Classifier and the Bayes classifier?,"Naive Bayes assumes conditional independence, P(XY, Z)P(XZ)",ما الفرق بين مصنف نايف باييس و مصنف باييس؟,"ويفترض نايف باييس الاستقلال المشروط، P(XY, Z)P(XZ)"
In what real world applications is Naive Bayes classifier used?,Some of real world examples are as given below,في أي تطبيقات في العالم الحقيقي تستخدم نايف باييس تصنيفات؟,وفيما يلي بعض الأمثلة على العالم الحقيقي:
Is naive Bayes supervised or unsupervised?,"First, Naive Bayes is not one algorithm but a family of Algorithms that inherits the following attributes",هل (ساذج بايز) تحت الإشراف أم غير تحت الإشراف؟,أولاً، نايف باييس ليست خوارزمية واحدة ولكن عائلة من Algoriththms التي ترث الصفات التالية
What do you understand by selection bias in Machine Learning?,"Selection bias stands for the bias which was introduced by the selection of individuals, groups or data for doing analysis in a way that the proper randomization is not achieved. It ensures that the sample obtained is not representative of the population intended to be analyzed and sometimes it is referred to as the selection effect. This is the part of distortion of a statistical analysis which results from the method of collecting samples. If you dont take the selection bias into the account then some conclusions of the study may not be accurate.",ماذا تفهم بالانتقائية الانحياز في تعلّم الآلات ؟,والتحيز في الاختيار يشير إلى التحيز الذي أدخله اختيار الأفراد أو المجموعات أو البيانات لإجراء التحليل بطريقة لا تتحقق فيها العشوائية الصحيحة، ويكفل أن العينة التي تم الحصول عليها ليست ممثلة للسكان المراد تحليلها وأحيانا يشار إليها باسم أثر الاختيار، وهذا هو جزء تشويه التحليل الإحصائي الذي ينتج عن طريقة جمع العينات، وإذا لم تأخذ تحيز الاختيار في الاعتبار، فإن بعض استنتاجات الدراسة قد لا تكون دقيقة.
What do you understand by Precision and Recall?,"In pattern recognition, The information retrieval and classification in machine learning are part of precision. It is also called as positive predictive value which is the fraction of relevant instances among the retrieved instances.",ما الذي تفهمه بالدقّة والتذكير ؟,وفي الاعتراف بالنمط، يعتبر استرجاع المعلومات وتصنيفها في التعلم الآلي جزءا من الدقة، ويسمى أيضا قيمة تنبؤية إيجابية هي جزء من الحالات ذات الصلة فيما بين الحالات المسترجعة.
What Are the Three Stages of Building a Model in Machine Learning?,"To build a model in machine learning, you need to follow few steps",ما هي المراحل الثلاث لبناء نموذج في التعلُّم بالآلات ؟,لبناء نموذج في التعلم الآلي، تحتاج إلى اتباع خطوات قليلة
How Do You Design an Email Spam Filter in Machine Learning?,"The information gain is based on the decrease in entropy after a dataset is split on an attribute. Constructing a decision tree is all about finding the attribute that returns the highest information gain (i.e., the most homogeneous branches). Step 1 Calculate entropy of the target.",كيف تصمم بريدا الكترونيا سَبِّق في تعلُّم الألة ؟,يعتمد مكسب المعلومات على الانخفاض في entropy بعد قسمة مجموعة البيانات على خاصية. التركيب شجرة القرار هو كل شيء عن إيجاد الخاصية التي ترجع أكبر مكسب للمعلومات (أي أكثر الفروع تجانساً). الخطوة 1 calize entropy من الهدف.
What is the difference between Entropy and Information Gain?,"The information gain is based on the decrease in entropy after a dataset is split on an attribute. Constructing a decision tree is all about finding the attribute that returns the highest information gain (i.e., the most homogeneous branches). Step 1 Calculate entropy of the target.",ما هو الفرق بين الانتروپيا وحصائل المعلومات ؟,يعتمد مكسب المعلومات على الانخفاض في entropy بعد قسمة مجموعة البيانات على خاصية. التركيب شجرة القرار هو كل شيء عن إيجاد الخاصية التي ترجع أكبر مكسب للمعلومات (أي أكثر الفروع تجانساً). الخطوة 1 calize entropy من الهدف.
What are collinearity and multicollinearity?,Collinearity is a linear association between two predictors. Multicollinearity is a situation where two or more predictors are highly linearly related.,ما هي خط التلوين و التعدد التعددي؟,والخطية المائلة هي ارتباط خطي بين تنبؤين، والخطية المتعددة الخطوط هي حالة يكون فيها التكهنان أو أكثر مرتبطين بشكل خطي إلى حد كبير.
What is Kernel SVM?,SVM algorithms have basically advantages in terms of complexity. First I would like to clear that both Logistic regression as well as SVM can form non linear decision surfaces and can be coupled with the kernel trick. If Logistic regression can be coupled with kernel then why use SVM?,ما هو كيرنيل SVM؟,خوارزميات SVM لها مزايا أساسية من حيث التعقيد. أولاً أود أن أوضح أن كلاً من الانحدار اللوجيستي فضلاً عن SVM يمكن أن تشكل أسطحاً غير خطية لاتخاذ القرار ويمكن أن تقترن بخدعة النواة. إذا كان الانحدار اللوجيستي يمكن أن يقترن بنواة ثم لماذا استخدام SVM؟
What is the process of carrying out a linear regression?,Linear Regression Analysis consists of more than just fitting a linear line through a cloud of data points. It consists of 3 stages,ما هي عملية تنفيذ التراجع الخطي؟,تحليل الخلفية الخطي يتكون من أكثر من مجرد تثبيت خط خطي عبر سحابة من نقاط البيانات. يتكون من 3 مراحل.
How do I start a career in machine learning?,"There is no fixed or definitive guide through which you can start your machine learning career. The first step is to understand the basic principles of the subject and learn a few key concepts such as algorithms and data structures, coding capabilities, calculus, linear algebra, statistics. For better data analysis, You should have clear understanding of statistics for Machine Learning. The next step would be to take up an ML course or read the top books for selflearning. You can also work on projects to get a handson experience.",كيف أبدأ مهنة في تعلم الآلات؟,لا يوجد دليل ثابت أو نهائي يمكنك من خلاله البدء بوظيفتك التعليمية الآلية، الخطوة الأولى هي فهم المبادئ الأساسية للموضوع وتعلم بعض المفاهيم الرئيسية مثل الخوارزميات وهياكل البيانات، وقدرات الترميز، والحساب، والجبر الخطي، والإحصاءات. من أجل تحليل البيانات بشكل أفضل، يجب أن يكون لديك فهم واضح لإحصاءات التعلم الآلي. الخطوة التالية هي أخذ دورة ML أو قراءة الكتب العليا للتعلم الذاتي. يمكنك أيضاً العمل على مشاريع للحصول على خبرة عملية.
What is the best way to learn machine learning?,"Any way that suits your style of learning can be considered as the best way to learn. Different people may enjoy different methods. Some of the common ways would be through taking up basics of machine learning course for free, watching YouTube videos, reading blogs with relevant topics, read books which can help you selflearn.",ما هي أفضل طريقة لتعلّم تعلّم الآلات؟,أي طريقة تناسب أسلوبك في التعلم يمكن اعتبارها أفضل طريقة للتعلم. قد يتمتع الناس المختلفون بأساليب مختلفة. بعض الطرق المشتركة سوف تكون من خلال الأخذ بأسس دورة التعلم الآلي مجاناً، مشاهدة الفيديو على يوتيوب، قراءة المدونات مع المواضيع ذات الصلة، قراءة الكتب التي يمكن أن تساعدك على التعلم الذاتي.
What degree do you need for machine learning?,Most hiring companies will look for a masters or doctoral degree in the relevant domain. The field of study includes computer science or mathematics. But having the necessary skills even without the degree can help you land a ML job too.,ما هي الدرجة التي تحتاجها للتعلم الآلي؟,معظم شركات التوظيف سوف تبحث عن درجة الماجستير أو الدكتوراه في المجال ذي الصلة. مجال الدراسة يتضمن علوم الحاسوب أو الرياضيات. ولكن الحصول على المهارات الضرورية حتى من دون درجة يمكن أن يساعدك على الحصول على وظيفة ML أيضا.
How do you break into machine learning?,"The most common way to get into a machine learning career is to acquire the necessary skills. Learn programming languages such as C, C, Python, and Java. Gain basic knowledge about various ML algorithms, mathematical knowledge about calculus and statistics. This will help you go a long way.",كيف تقتحم مجال التعلم الآلي؟,"الطريقة الأكثر شيوعاً للدخول في مهنة تعلم الآلات هي اكتساب المهارات الضرورية. تعلم لغات البرمجة مثل C, C, Python, and Java. اكتساب المعرفة الأساسية عن خوارزميات ML المختلفة، المعرفة الرياضية عن التفاضل والتكامل والإحصاءات. هذا سيساعدك على قطع شوط طويل."
How difficult is machine learning?,"Machine Learning is a vast concept that contains a lot different aspects. With the right guidance and with consistent hardwork, it may not be very difficult to learn. It definitely requires a lot of time and effort, but if youre interested in the subject and are willing to learn, it wont be too difficult.",ما مدى صعوبة التعلم الآلي؟,إن التعلم الآلي مفهوم واسع يتضمن جوانب مختلفة كثيرة. فمع التوجيه الصحيح والعمل الشاق المتسق، قد لا يكون من الصعب تعلمه. إنه بالتأكيد يتطلب الكثير من الوقت والجهد، ولكن إذا كنت مهتماً بالموضوع وراغباً في التعلم، فلن يكون صعباً للغاية.
What is machine learning for beginners?,"Machine Learning for beginners will consist of the basic concepts such as types of Machine Learning (Supervised, Unsupervised, Reinforcement Learning). Each of these types of ML have different algorithms and libraries within them, such as, Classification and Regression. There are various classification algorithms and regression algorithms such as Linear Regression. This would be the first thing you will learn before moving ahead with other concepts.",ما هو التعلم الآلي للمبتدئين؟,التعلم الآلي للمبتدئين سوف يتألف من المفاهيم الأساسية مثل أنواع التعلم الآلي (المشرف، غير المراقب، التعلم التعزيزي). كل نوع من هذه الأنواع من ML لديها خوارزميات ومكتبات مختلفة داخلها، مثل التصنيف والتراجع. هناك مختلف خوارزميات التصنيف و خوارزميات التراجع مثل التراجع الخطي. هذا سيكون أول شيء سوف تتعلمه قبل المضي قدماً مع مفاهيم أخرى.
What level of math is required for machine learning?,"You will need to know statistical concepts, linear algebra, probability, Multivariate Calculus, Optimization. As you go into the more indepth concepts of ML, you will need more knowledge regarding these topics.",ما هو مستوى الرياضيات المطلوب للتعلم الآلي؟,تحتاج إلى معرفة المفاهيم الإحصائية، الجبر الخطي، الإحتمال، حساب التفاضل، التكفيف. كما تدخل في المفاهيم الأكثر تعمقاً من ML، ستحتاج إلى المزيد من المعرفة فيما يتعلق بهذه المواضيع.
Does machine learning require coding?,Programming is a part of Machine Learning. It is important to know programming languages such as Python.,هل يتطلب التعلم الآلي الترميز؟,فالبرمجة جزء من التعلم الآلي، ومن المهم معرفة لغات البرمجة مثل لغة بايثون.
